v8-version,4,6,85,28,0
timer-event-start,"V8.IcMiss",54245
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",54250
timer-event-start,"V8.IcMiss",54253
timer-event-end,"V8.IcMiss",54255
timer-event-start,"V8.IcMiss",54257
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",54261
timer-event-start,"V8.IcMiss",54268
timer-event-end,"V8.IcMiss",54270
timer-event-start,"V8.IcMiss",54272
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",54276
timer-event-start,"V8.IcMiss",54279
timer-event-end,"V8.IcMiss",54282
timer-event-start,"V8.IcMiss",54284
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",54288
timer-event-start,"V8.IcMiss",54291
timer-event-end,"V8.IcMiss",54293
timer-event-start,"V8.IcMiss",54295
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",54299
timer-event-start,"V8.IcMiss",54301
timer-event-end,"V8.IcMiss",54304
timer-event-start,"V8.IcMiss",54305
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",54309
timer-event-start,"V8.IcMiss",54313
timer-event-end,"V8.IcMiss",54315
timer-event-start,"V8.IcMiss",54317
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",54321
timer-event-start,"V8.ParseLazyMicroSeconds",54334
timer-event-end,"V8.ParseLazyMicroSeconds",54369
timer-event-start,"V8.CompileFullCode",54379
timer-event-end,"V8.CompileFullCode",54400
code-creation,LazyCompile,0,0x65b7ab4c820,1244,"Uint8ClampedArrayConstructor native typedarray.js:1404:38",0x3f00d207a2a0,~
code-creation,LazyCompile,0,0x65b7ab4c820,1244,"Uint8ClampedArrayConstructor native typedarray.js:1404:38",0x3f00d207a2a0,~
timer-event-start,"V8.IcMiss",54417
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",54422
timer-event-start,"V8.IcMiss",54424
timer-event-end,"V8.IcMiss",54426
timer-event-start,"V8.IcMiss",54429
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",54434
timer-event-start,"V8.IcMiss",54437
timer-event-end,"V8.IcMiss",54439
timer-event-start,"V8.IcMiss",54441
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",54445
timer-event-start,"V8.IcMiss",54448
timer-event-end,"V8.IcMiss",54451
timer-event-start,"V8.IcMiss",54452
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",54456
timer-event-start,"V8.IcMiss",54460
timer-event-end,"V8.IcMiss",54462
timer-event-start,"V8.IcMiss",54464
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",54468
timer-event-start,"V8.IcMiss",54471
timer-event-end,"V8.IcMiss",54473
timer-event-start,"V8.IcMiss",54474
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",54479
timer-event-start,"V8.IcMiss",54484
timer-event-end,"V8.IcMiss",54487
timer-event-start,"V8.IcMiss",54489
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",54493
timer-event-start,"V8.IcMiss",54499
timer-event-end,"V8.IcMiss",54501
timer-event-start,"V8.IcMiss",54503
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",54507
timer-event-start,"V8.ParseLazyMicroSeconds",54520
timer-event-end,"V8.ParseLazyMicroSeconds",54565
timer-event-start,"V8.CompileFullCode",54577
timer-event-end,"V8.CompileFullCode",54608
code-creation,LazyCompile,0,0x65b7ab4cd00,1420,"DataViewConstructor native typedarray.js:1775:29",0x3f00d207a930,~
code-creation,LazyCompile,0,0x65b7ab4cd00,1420,"DataViewConstructor native typedarray.js:1775:29",0x3f00d207a930,~
timer-event-start,"V8.IcMiss",54628
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",54634
timer-event-start,"V8.IcMiss",54637
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",54641
timer-event-start,"V8.IcMiss",54645
timer-event-end,"V8.IcMiss",54654
timer-event-start,"V8.IcMiss",54656
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",54661
timer-event-start,"V8.IcMiss",54665
timer-event-end,"V8.IcMiss",54667
timer-event-start,"V8.IcMiss",54669
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",54673
timer-event-start,"V8.IcMiss",54676
timer-event-end,"V8.IcMiss",54678
timer-event-start,"V8.IcMiss",54680
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",54684
timer-event-start,"V8.IcMiss",54687
timer-event-end,"V8.IcMiss",54689
timer-event-start,"V8.IcMiss",54691
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",54695
timer-event-start,"V8.ParseMicroSeconds",54725
timer-event-end,"V8.ParseMicroSeconds",54755
timer-event-start,"V8.CompileMicroSeconds",54759
timer-event-start,"V8.CompileFullCode",54766
timer-event-start,"V8.CompileFullCode",54774
timer-event-end,"V8.CompileFullCode",54788
code-creation,Function,0,0x65b7ab4d2a0,452," native iterator-prototype.js:3:10",0x3f00d207f490,~
timer-event-end,"V8.CompileFullCode",54801
code-creation,Script,0,0x65b7ab4d480,284,"native iterator-prototype.js",0x3f00d207f5d0,~
timer-event-end,"V8.CompileMicroSeconds",54808
timer-event-start,"V8.IcMiss",54814
timer-event-end,"V8.IcMiss",54817
timer-event-start,"V8.IcMiss",54819
timer-event-end,"V8.IcMiss",54821
timer-event-start,"V8.IcMiss",54823
timer-event-end,"V8.IcMiss",54825
timer-event-start,"V8.IcMiss",54828
timer-event-end,"V8.IcMiss",54830
timer-event-start,"V8.IcMiss",54832
code-creation,Handler,3,0x65b7ab4d5a0,141,"symbolIterator"
timer-event-end,"V8.IcMiss",54843
timer-event-start,"V8.ParseMicroSeconds",54857
timer-event-end,"V8.ParseMicroSeconds",54952
timer-event-start,"V8.CompileMicroSeconds",54957
timer-event-start,"V8.CompileFullCode",54968
timer-event-start,"V8.CompileFullCode",54976
timer-event-end,"V8.CompileFullCode",55001
code-creation,Function,0,0x65b7ab4d640,1364," native generator.js:2:10",0x3f00d207fdf8,~
timer-event-end,"V8.CompileFullCode",55020
code-creation,Script,0,0x65b7ab4dba0,244,"native generator.js",0x3f00d207ff38,~
timer-event-end,"V8.CompileMicroSeconds",55026
timer-event-start,"V8.IcMiss",55036
timer-event-end,"V8.IcMiss",55040
timer-event-start,"V8.IcMiss",55042
timer-event-end,"V8.IcMiss",55044
timer-event-start,"V8.IcMiss",55050
timer-event-end,"V8.IcMiss",55052
timer-event-start,"V8.IcMiss",55054
timer-event-end,"V8.IcMiss",55056
timer-event-start,"V8.IcMiss",55058
timer-event-end,"V8.IcMiss",55060
timer-event-start,"V8.IcMiss",55073
code-creation,Handler,3,0x65b7ab4dca0,141,"GeneratorFunctionPrototype"
timer-event-end,"V8.IcMiss",55086
timer-event-start,"V8.IcMiss",55091
timer-event-end,"V8.IcMiss",55093
timer-event-start,"V8.IcMiss",55097
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",55102
timer-event-start,"V8.IcMiss",55106
timer-event-end,"V8.IcMiss",55109
timer-event-start,"V8.IcMiss",55112
timer-event-end,"V8.IcMiss",55114
timer-event-start,"V8.IcMiss",55117
code-creation,Handler,3,0x65b7ab4dd40,141,"GeneratorFunction"
timer-event-end,"V8.IcMiss",55125
timer-event-start,"V8.ParseLazyMicroSeconds",55131
timer-event-end,"V8.ParseLazyMicroSeconds",55153
timer-event-start,"V8.CompileFullCode",55161
code-creation,Stub,2,0x65b7ab4dde0,353,"ArgumentsAccessStub_NewStrict"
timer-event-end,"V8.CompileFullCode",55193
code-creation,LazyCompile,0,0x65b7ab4df60,460,"GeneratorFunctionConstructor native generator.js:49:38",0x3f00d207faf8,~
code-creation,LazyCompile,0,0x65b7ab4df60,460,"GeneratorFunctionConstructor native generator.js:49:38",0x3f00d207faf8,~
timer-event-start,"V8.ParseMicroSeconds",55240
timer-event-end,"V8.ParseMicroSeconds",55827
timer-event-start,"V8.CompileMicroSeconds",55837
timer-event-start,"V8.CompileFullCode",55920
timer-event-start,"V8.CompileFullCode",55938
timer-event-start,"V8.CompileFullCode",56012
timer-event-end,"V8.CompileFullCode",56027
code-creation,Function,0,0x65b7ab4e140,300," native object-observe.js:75:16",0x3f00d2083a78,~
timer-event-end,"V8.CompileFullCode",56127
code-creation,Function,0,0x65b7ab4e280,5148," native object-observe.js:7:10",0x3f00d20842a0,~
timer-event-end,"V8.CompileFullCode",56155
code-creation,Script,0,0x65b7ab4f6a0,284,"native object-observe.js",0x3f00d20843f0,~
timer-event-end,"V8.CompileMicroSeconds",56162
timer-event-start,"V8.IcMiss",56181
timer-event-end,"V8.IcMiss",56186
timer-event-start,"V8.IcMiss",56187
timer-event-end,"V8.IcMiss",56189
timer-event-start,"V8.IcMiss",56191
timer-event-end,"V8.IcMiss",56192
timer-event-start,"V8.IcMiss",56194
timer-event-end,"V8.IcMiss",56196
timer-event-start,"V8.IcMiss",56211
api,load,"Array","length"
timer-event-end,"V8.IcMiss",56217
timer-event-start,"V8.ParseLazyMicroSeconds",56220
timer-event-end,"V8.ParseLazyMicroSeconds",56243
timer-event-start,"V8.CompileFullCode",56251
timer-event-end,"V8.CompileFullCode",56278
code-creation,LazyCompile,0,0x65b7ab4f7c0,520,"TypeMapCreateFromList native object-observe.js:56:31",0x3f00d2081b20,~
timer-event-start,"V8.ParseLazyMicroSeconds",56290
timer-event-end,"V8.ParseLazyMicroSeconds",56339
timer-event-start,"V8.CompileFullCode",56352
timer-event-end,"V8.CompileFullCode",56366
code-creation,LazyCompile,0,0x65b7ab4f9e0,220,"TypeMapCreate native object-observe.js:47:23",0x3f00d2081928,~
timer-event-start,"V8.ParseLazyMicroSeconds",56383
timer-event-end,"V8.ParseLazyMicroSeconds",56400
timer-event-start,"V8.CompileFullCode",56408
timer-event-end,"V8.CompileFullCode",56419
code-creation,LazyCompile,0,0x65b7ab4fac0,276,"nullProtoObject native object-observe.js:44:25",0x3f00d2081880,~
timer-event-start,"V8.IcMiss",56439
timer-event-end,"V8.IcMiss",56445
timer-event-start,"V8.IcMiss",56448
timer-event-end,"V8.IcMiss",56455
timer-event-start,"V8.ParseLazyMicroSeconds",56461
timer-event-end,"V8.ParseLazyMicroSeconds",56483
timer-event-start,"V8.CompileFullCode",56492
timer-event-end,"V8.CompileFullCode",56509
code-creation,LazyCompile,0,0x65b7ab4fbe0,292,"TypeMapAddType native object-observe.js:50:24",0x3f00d20819d0,~
timer-event-start,"V8.IcMiss",56523
timer-event-end,"V8.IcMiss",56528
timer-event-start,"V8.IcMiss",56530
timer-event-end,"V8.IcMiss",56547
timer-event-start,"V8.IcMiss",56551
timer-event-end,"V8.IcMiss",56557
timer-event-start,"V8.IcMiss",56560
code-creation,Stub,3,0x65b7ab4fd20,244,"StoreTransitionStub"
code-creation,Handler,3,0x65b7ab4fe20,164,"update"
code-creation,KeyedStoreIC,10,0x65b7ab4fee0,153,"update"
timer-event-end,"V8.IcMiss",56708
timer-event-start,"V8.IcMiss",56711
code-creation,Stub,3,0x65b7ab4ff80,244,"StoreTransitionStub"
code-creation,Handler,3,0x65b7ab50080,164,"delete"
timer-event-end,"V8.IcMiss",56781
timer-event-start,"V8.IcMiss",56784
code-creation,Stub,3,0x65b7ab50140,594,"StoreTransitionStub"
code-creation,Handler,3,0x65b7ab503a0,164,"setPrototype"
timer-event-end,"V8.IcMiss",56946
timer-event-start,"V8.IcMiss",56949
code-creation,Stub,3,0x65b7ab50460,244,"StoreTransitionStub"
code-creation,Handler,3,0x65b7ab50560,164,"reconfigure"
timer-event-end,"V8.IcMiss",57008
timer-event-start,"V8.IcMiss",57011
code-creation,Stub,3,0x65b7ab50620,244,"StoreTransitionStub"
code-creation,Handler,3,0x65b7ab50720,164,"preventExtensions"
timer-event-end,"V8.IcMiss",57067
timer-event-start,"V8.IcMiss",57070
timer-event-end,"V8.IcMiss",57073
timer-event-start,"V8.IcMiss",57094
timer-event-end,"V8.IcMiss",57098
timer-event-start,"V8.IcMiss",57104
timer-event-end,"V8.IcMiss",57106
timer-event-start,"V8.IcMiss",57108
timer-event-end,"V8.IcMiss",57110
timer-event-start,"V8.IcMiss",57112
timer-event-end,"V8.IcMiss",57115
timer-event-start,"V8.ParseLazyMicroSeconds",57118
timer-event-end,"V8.ParseLazyMicroSeconds",57151
timer-event-start,"V8.CompileFullCode",57161
timer-event-end,"V8.CompileFullCode",57179
code-creation,LazyCompile,0,0x65b7ab507e0,484,"forEach native array.js:961:22",0x3f00d205cdf8,~
timer-event-start,"V8.IcMiss",57191
api,load,"Array","length"
timer-event-end,"V8.IcMiss",57198
timer-event-start,"V8.IcMiss",57200
timer-event-start,"V8.ParseLazyMicroSeconds",57203
timer-event-end,"V8.ParseLazyMicroSeconds",57225
code-disable-optimization,"SHR","Call to a JavaScript runtime function"
timer-event-start,"V8.CompileFullCode",57235
timer-event-end,"V8.CompileFullCode",57259
code-creation,LazyCompile,0,0x65b7ab509e0,444,"SHR native runtime.js:266:13",0x3f00d2049b18,
timer-event-end,"V8.IcMiss",57271
timer-event-start,"V8.ParseLazyMicroSeconds",57274
timer-event-end,"V8.ParseLazyMicroSeconds",57328
timer-event-start,"V8.CompileFullCode",57340
timer-event-end,"V8.CompileFullCode",57376
code-creation,LazyCompile,0,0x65b7ab50ba0,1488,"InnerArrayForEach native array.js:942:27",0x3f00d205cd50,~
timer-event-start,"V8.IcMiss",57388
code-creation,Stub,12,0x65b7ab51180,222,"CompareICStub"
timer-event-end,"V8.IcMiss",57400
timer-event-start,"V8.IcMiss",57402
timer-event-end,"V8.IcMiss",57405
timer-event-start,"V8.IcMiss",57407
timer-event-end,"V8.IcMiss",57409
timer-event-start,"V8.IcMiss",57411
timer-event-end,"V8.IcMiss",57413
timer-event-start,"V8.IcMiss",57415
timer-event-end,"V8.IcMiss",57417
timer-event-start,"V8.IcMiss",57419
timer-event-end,"V8.IcMiss",57421
timer-event-start,"V8.IcMiss",57423
api,load,"Array","length"
timer-event-end,"V8.IcMiss",57429
timer-event-start,"V8.IcMiss",57430
timer-event-end,"V8.IcMiss",57432
timer-event-start,"V8.IcMiss",57434
timer-event-end,"V8.IcMiss",57438
timer-event-start,"V8.IcMiss",57440
timer-event-end,"V8.IcMiss",57442
timer-event-start,"V8.IcMiss",57443
timer-event-end,"V8.IcMiss",57445
timer-event-start,"V8.ParseLazyMicroSeconds",57448
timer-event-end,"V8.ParseLazyMicroSeconds",57462
timer-event-start,"V8.CompileFullCode",57468
timer-event-end,"V8.CompileFullCode",57477
code-creation,LazyCompile,0,0x65b7ab51260,268,"X native object-observe.js:477:15",0x3f00d2083b80,~
timer-event-start,"V8.IcMiss",57486
timer-event-start,"V8.ParseLazyMicroSeconds",57489
timer-event-end,"V8.ParseLazyMicroSeconds",57508
code-disable-optimization,"MOD","Call to a JavaScript runtime function"
timer-event-start,"V8.CompileFullCode",57517
timer-event-end,"V8.CompileFullCode",57528
code-creation,LazyCompile,0,0x65b7ab51380,444,"MOD native runtime.js:186:13",0x3f00d2049338,
timer-event-end,"V8.IcMiss",57544
timer-event-start,"V8.IcMiss",57546
code-creation,Stub,12,0x65b7ab51540,187,"CompareICStub"
timer-event-end,"V8.IcMiss",57557
timer-event-start,"V8.IcMiss",57559
timer-event-end,"V8.IcMiss",57561
timer-event-start,"V8.IcMiss",57563
api,load,"Array","length"
timer-event-end,"V8.IcMiss",57570
timer-event-start,"V8.IcMiss",57573
timer-event-end,"V8.IcMiss",57576
timer-event-start,"V8.IcMiss",57578
timer-event-end,"V8.IcMiss",57580
timer-event-start,"V8.IcMiss",57582
api,load,"Array","length"
timer-event-end,"V8.IcMiss",57587
timer-event-start,"V8.IcMiss",57589
timer-event-end,"V8.IcMiss",57592
timer-event-start,"V8.IcMiss",57594
timer-event-end,"V8.IcMiss",57597
timer-event-start,"V8.IcMiss",57598
timer-event-end,"V8.IcMiss",57600
timer-event-start,"V8.IcMiss",57602
timer-event-end,"V8.IcMiss",57604
timer-event-start,"V8.ParseMicroSeconds",57637
timer-event-end,"V8.ParseMicroSeconds",58228
timer-event-start,"V8.CompileMicroSeconds",58234
timer-event-start,"V8.CompileFullCode",58279
timer-event-start,"V8.CompileFullCode",58299
code-creation,Stub,2,0x65b7ab51600,646,"FastNewContextStub"
timer-event-end,"V8.CompileFullCode",58454
code-creation,Function,0,0x65b7ab518a0,4068," native collection.js:4:10",0x3f00d20877c0,~
timer-event-end,"V8.CompileFullCode",58498
code-creation,Script,0,0x65b7ab528a0,284,"native collection.js",0x3f00d2087908,~
timer-event-end,"V8.CompileMicroSeconds",58505
timer-event-start,"V8.IcMiss",58520
timer-event-end,"V8.IcMiss",58524
timer-event-start,"V8.IcMiss",58526
timer-event-end,"V8.IcMiss",58529
timer-event-start,"V8.IcMiss",58530
timer-event-end,"V8.IcMiss",58533
timer-event-start,"V8.IcMiss",58534
timer-event-end,"V8.IcMiss",58537
timer-event-start,"V8.IcMiss",58539
timer-event-end,"V8.IcMiss",58541
timer-event-start,"V8.ParseLazyMicroSeconds",58585
timer-event-end,"V8.ParseLazyMicroSeconds",58621
timer-event-start,"V8.CompileFullCode",58637
code-creation,Stub,8,0x65b7ab529c0,628,"CallICStub(args(0), METHOD, "
code-creation,Stub,8,0x65b7ab52c40,113,"CallICTrampolineStub"
timer-event-end,"V8.CompileFullCode",58691
code-creation,LazyCompile,0,0x65b7ab52cc0,1216,"SetConstructor native collection.js:98:24",0x3f00d2086658,~
code-creation,LazyCompile,0,0x65b7ab52cc0,1216,"SetConstructor native collection.js:98:24",0x3f00d2086658,~
timer-event-start,"V8.IcMiss",58719
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",58725
timer-event-start,"V8.IcMiss",58729
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",58733
timer-event-start,"V8.IcMiss",58735
timer-event-end,"V8.IcMiss",58738
timer-event-start,"V8.IcMiss",58742
timer-event-end,"V8.IcMiss",58744
timer-event-start,"V8.IcMiss",58746
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",58750
timer-event-start,"V8.IcMiss",58755
timer-event-end,"V8.IcMiss",58757
timer-event-start,"V8.IcMiss",58759
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",58763
timer-event-start,"V8.ParseLazyMicroSeconds",58784
timer-event-end,"V8.ParseLazyMicroSeconds",58821
timer-event-start,"V8.CompileFullCode",58831
timer-event-end,"V8.CompileFullCode",58856
code-creation,LazyCompile,0,0x65b7ab53180,1424,"MapConstructor native collection.js:227:24",0x3f00d2086af0,~
code-creation,LazyCompile,0,0x65b7ab53180,1424,"MapConstructor native collection.js:227:24",0x3f00d2086af0,~
timer-event-start,"V8.IcMiss",58874
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",58880
timer-event-start,"V8.IcMiss",58883
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",58887
timer-event-start,"V8.IcMiss",58889
timer-event-end,"V8.IcMiss",58893
timer-event-start,"V8.IcMiss",58896
timer-event-end,"V8.IcMiss",58898
timer-event-start,"V8.IcMiss",58900
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",58904
timer-event-start,"V8.IcMiss",58908
timer-event-end,"V8.IcMiss",58910
timer-event-start,"V8.IcMiss",58912
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",58916
timer-event-start,"V8.IcMiss",58934
timer-event-end,"V8.IcMiss",58938
timer-event-start,"V8.IcMiss",58940
timer-event-end,"V8.IcMiss",58942
timer-event-start,"V8.IcMiss",58944
timer-event-end,"V8.IcMiss",58946
timer-event-start,"V8.ParseMicroSeconds",58961
timer-event-end,"V8.ParseMicroSeconds",59114
timer-event-start,"V8.CompileMicroSeconds",59119
timer-event-start,"V8.CompileFullCode",59134
timer-event-start,"V8.CompileFullCode",59144
timer-event-end,"V8.CompileFullCode",59178
code-creation,Function,0,0x65b7ab53720,1836," native weak-collection.js:2:10",0x3f00d20892a0,~
timer-event-end,"V8.CompileFullCode",59201
code-creation,Script,0,0x65b7ab53e60,244,"native weak-collection.js",0x3f00d20893e0,~
timer-event-end,"V8.CompileMicroSeconds",59207
timer-event-start,"V8.IcMiss",59213
timer-event-end,"V8.IcMiss",59216
timer-event-start,"V8.IcMiss",59218
timer-event-end,"V8.IcMiss",59220
timer-event-start,"V8.IcMiss",59222
timer-event-end,"V8.IcMiss",59224
timer-event-start,"V8.ParseLazyMicroSeconds",59227
timer-event-end,"V8.ParseLazyMicroSeconds",59260
timer-event-start,"V8.CompileFullCode",59270
timer-event-end,"V8.CompileFullCode",59298
code-creation,LazyCompile,0,0x65b7ab53f60,1424,"WeakMapConstructor native weak-collection.js:8:28",0x3f00d2088a98,~
code-creation,LazyCompile,0,0x65b7ab53f60,1424,"WeakMapConstructor native weak-collection.js:8:28",0x3f00d2088a98,~
timer-event-start,"V8.IcMiss",59316
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",59322
timer-event-start,"V8.IcMiss",59326
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",59330
timer-event-start,"V8.IcMiss",59332
timer-event-end,"V8.IcMiss",59334
timer-event-start,"V8.IcMiss",59338
timer-event-end,"V8.IcMiss",59340
timer-event-start,"V8.IcMiss",59342
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",59346
timer-event-start,"V8.ParseLazyMicroSeconds",59364
timer-event-end,"V8.ParseLazyMicroSeconds",59393
timer-event-start,"V8.CompileFullCode",59402
timer-event-end,"V8.CompileFullCode",59423
code-creation,LazyCompile,0,0x65b7ab54500,1216,"WeakSetConstructor native weak-collection.js:77:28",0x3f00d2088de0,~
code-creation,LazyCompile,0,0x65b7ab54500,1216,"WeakSetConstructor native weak-collection.js:77:28",0x3f00d2088de0,~
timer-event-start,"V8.IcMiss",59448
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",59454
timer-event-start,"V8.IcMiss",59458
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",59462
timer-event-start,"V8.IcMiss",59464
timer-event-end,"V8.IcMiss",59467
timer-event-start,"V8.IcMiss",59470
timer-event-end,"V8.IcMiss",59472
timer-event-start,"V8.IcMiss",59474
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",59478
timer-event-start,"V8.ParseMicroSeconds",59500
timer-event-end,"V8.ParseMicroSeconds",59634
timer-event-start,"V8.CompileMicroSeconds",59639
timer-event-start,"V8.CompileFullCode",59654
timer-event-start,"V8.CompileFullCode",59666
timer-event-end,"V8.CompileFullCode",59708
code-creation,Function,0,0x65b7ab549c0,2820," native collection-iterator.js:6:10",0x3f00d208aa48,~
timer-event-end,"V8.CompileFullCode",59730
code-creation,Script,0,0x65b7ab554e0,284,"native collection-iterator.js",0x3f00d208ab90,~
timer-event-end,"V8.CompileMicroSeconds",59737
timer-event-start,"V8.IcMiss",59749
timer-event-end,"V8.IcMiss",59752
timer-event-start,"V8.IcMiss",59754
timer-event-end,"V8.IcMiss",59756
timer-event-start,"V8.IcMiss",59757
timer-event-end,"V8.IcMiss",59759
timer-event-start,"V8.ParseLazyMicroSeconds",59762
timer-event-end,"V8.ParseLazyMicroSeconds",59775
timer-event-start,"V8.CompileFullCode",59779
timer-event-end,"V8.CompileFullCode",59787
code-creation,LazyCompile,0,0x65b7ab55600,204,"SetIteratorConstructor native collection-iterator.js:11:32",0x3f00d208a198,~
code-creation,LazyCompile,0,0x65b7ab55600,204,"SetIteratorConstructor native collection-iterator.js:11:32",0x3f00d208a198,~
timer-event-start,"V8.IcMiss",59801
code-creation,Handler,3,0x65b7ab556e0,141,"SetIterator"
timer-event-end,"V8.IcMiss",59812
timer-event-start,"V8.IcMiss",59817
timer-event-end,"V8.IcMiss",59820
timer-event-start,"V8.IcMiss",59824
timer-event-end,"V8.IcMiss",59826
timer-event-start,"V8.IcMiss",59828
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",59833
timer-event-start,"V8.IcMiss",59845
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",59850
timer-event-start,"V8.IcMiss",59852
timer-event-end,"V8.IcMiss",59854
timer-event-start,"V8.IcMiss",59858
timer-event-end,"V8.IcMiss",59860
timer-event-start,"V8.IcMiss",59862
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",59866
timer-event-start,"V8.IcMiss",59877
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",59883
timer-event-start,"V8.IcMiss",59884
timer-event-end,"V8.IcMiss",59886
timer-event-start,"V8.IcMiss",59890
timer-event-end,"V8.IcMiss",59893
timer-event-start,"V8.IcMiss",59895
timer-event-end,"V8.IcMiss",59897
timer-event-start,"V8.IcMiss",59899
timer-event-end,"V8.IcMiss",59901
timer-event-start,"V8.ParseLazyMicroSeconds",59904
timer-event-end,"V8.ParseLazyMicroSeconds",59916
timer-event-start,"V8.CompileFullCode",59920
timer-event-end,"V8.CompileFullCode",59928
code-creation,LazyCompile,0,0x65b7ab55780,204,"MapIteratorConstructor native collection-iterator.js:65:32",0x3f00d208a438,~
code-creation,LazyCompile,0,0x65b7ab55780,204,"MapIteratorConstructor native collection-iterator.js:65:32",0x3f00d208a438,~
timer-event-start,"V8.IcMiss",59944
code-creation,Handler,3,0x65b7ab55860,141,"MapIterator"
timer-event-end,"V8.IcMiss",59954
timer-event-start,"V8.IcMiss",59958
code-creation,Handler,3,0x65b7ab55900,141,"$iteratorPrototype"
timer-event-end,"V8.IcMiss",59966
timer-event-start,"V8.IcMiss",59970
timer-event-end,"V8.IcMiss",59973
timer-event-start,"V8.IcMiss",59974
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",59979
timer-event-start,"V8.IcMiss",59989
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",59994
timer-event-start,"V8.IcMiss",59996
timer-event-end,"V8.IcMiss",59998
timer-event-start,"V8.IcMiss",60002
timer-event-end,"V8.IcMiss",60004
timer-event-start,"V8.IcMiss",60006
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",60010
timer-event-start,"V8.IcMiss",60023
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",60029
timer-event-start,"V8.IcMiss",60038
timer-event-end,"V8.IcMiss",60041
timer-event-start,"V8.IcMiss",60045
timer-event-end,"V8.IcMiss",60048
timer-event-start,"V8.IcMiss",60050
timer-event-end,"V8.IcMiss",60052
timer-event-start,"V8.ParseMicroSeconds",60075
timer-event-end,"V8.ParseMicroSeconds",60444
timer-event-start,"V8.CompileMicroSeconds",60450
timer-event-start,"V8.CompileFullCode",60496
timer-event-start,"V8.CompileFullCode",60508
code-creation,Stub,2,0x65b7ab559a0,814,"FastNewContextStub"
timer-event-end,"V8.CompileFullCode",60650
code-creation,Function,0,0x65b7ab55ce0,3660," native promise.js:5:10",0x3f00d208d1a8,~
timer-event-end,"V8.CompileFullCode",60690
code-creation,Script,0,0x65b7ab56b40,284,"native promise.js",0x3f00d208d2f0,~
timer-event-end,"V8.CompileMicroSeconds",60697
timer-event-start,"V8.IcMiss",60710
timer-event-end,"V8.IcMiss",60714
timer-event-start,"V8.IcMiss",60720
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",60730
timer-event-start,"V8.IcMiss",60732
timer-event-end,"V8.IcMiss",60735
timer-event-start,"V8.IcMiss",60738
timer-event-end,"V8.IcMiss",60741
timer-event-start,"V8.IcMiss",60759
timer-event-end,"V8.IcMiss",60762
timer-event-start,"V8.IcMiss",60764
api,load,"Function","prototype"
timer-event-end,"V8.IcMiss",60769
timer-event-start,"V8.IcMiss",60778
timer-event-end,"V8.IcMiss",60782
timer-event-start,"V8.IcMiss",60784
timer-event-end,"V8.IcMiss",60786
timer-event-start,"V8.IcMiss",60788
timer-event-end,"V8.IcMiss",60790
timer-event-start,"V8.ParseMicroSeconds",60832
timer-event-end,"V8.ParseMicroSeconds",61586
timer-event-start,"V8.CompileMicroSeconds",61592
timer-event-start,"V8.CompileFullCode",61673
